date,open,high,low,close,volume
2005-11-29 00:00:00+05:30,937.97,937.97,937.97,937.97,0
2005-11-30 00:00:00+05:30,928.18,928.18,928.18,928.18,0
2005-12-01 00:00:00+05:30,945.11,945.11,945.11,945.11,0
2005-12-02 00:00:00+05:30,950.03,950.03,950.03,950.03,0
2005-12-05 00:00:00+05:30,943.7,943.7,943.7,943.7,0
2005-12-06 00:00:00+05:30,938.96,938.96,938.96,938.96,0
2005-12-07 00:00:00+05:30,945.51,945.51,945.51,945.51,0
2005-12-08 00:00:00+05:30,951.86,951.86,951.86,951.86,0
2005-12-09 00:00:00+05:30,964.81,964.81,964.81,964.81,0
2005-12-12 00:00:00+05:30,963.39,963.39,963.39,963.39,0
2005-12-13 00:00:00+05:30,967.43,967.43,967.43,967.43,0
2005-12-14 00:00:00+05:30,965.68,965.68,965.68,965.68,0
2005-12-15 00:00:00+05:30,950.12,950.12,950.12,950.12,0
2005-12-16 00:00:00+05:30,955.17,955.17,955.17,955.17,0
2005-12-19 00:00:00+05:30,964.79,964.79,964.79,964.79,0
2005-12-20 00:00:00+05:30,965.76,965.76,965.76,965.76,0
2005-12-21 00:00:00+05:30,960.82,960.82,960.82,960.82,0
2005-12-22 00:00:00+05:30,963.15,963.15,963.15,963.15,0
2005-12-23 00:00:00+05:30,950.2,950.2,950.2,950.2,0
2005-12-26 00:00:00+05:30,930.89,930.89,930.89,930.89,0
2005-12-27 00:00:00+05:30,953.15,953.15,953.15,953.15,0
2005-12-28 00:00:00+05:30,947.06,947.06,947.06,947.06,0
2005-12-29 00:00:00+05:30,950.48,950.48,950.48,950.48,0
2005-12-30 00:00:00+05:30,964.81,964.81,964.81,964.81,0
2006-01-02 00:00:00+05:30,984.62,984.62,984.62,984.62,0
2006-01-03 00:00:00+05:30,1002.63,1002.63,1002.63,1002.63,0
2006-01-04 00:00:00+05:30,1009.06,1009.06,1009.06,1009.06,0
2006-01-05 00:00:00+05:30,1021.51,1021.51,1021.51,1021.51,0
2006-01-06 00:00:00+05:30,1024.6,1024.6,1024.6,1024.6,0
2006-01-09 00:00:00+05:30,1037.9,1037.9,1037.9,1037.9,0
2006-01-10 00:00:00+05:30,1034.45,1034.45,1034.45,1034.45,0
2006-01-12 00:00:00+05:30,1029.3,1029.3,1029.3,1029.3,0
2006-01-13 00:00:00+05:30,1028.33,1028.33,1028.33,1028.33,0
2006-01-16 00:00:00+05:30,1020.42,1020.42,1020.42,1020.42,0
2006-01-17 00:00:00+05:30,1004.42,1004.42,1004.42,1004.42,0
2006-01-18 00:00:00+05:30,1001.08,1001.08,1001.08,1001.08,0
2006-01-19 00:00:00+05:30,1018.12,1018.12,1018.12,1018.12,0
2006-01-20 00:00:00+05:30,1026.8,1026.8,1026.8,1026.8,0
2006-01-23 00:00:00+05:30,1018.78,1018.78,1018.78,1018.78,0
2006-01-24 00:00:00+05:30,1014.78,1014.78,1014.78,1014.78,0
2006-01-25 00:00:00+05:30,1004.74,1004.74,1004.74,1004.74,0
2006-01-27 00:00:00+05:30,1031.68,1031.68,1031.68,1031.68,0
2006-01-30 00:00:00+05:30,1017.04,1017.04,1017.04,1017.04,0
2006-01-31 00:00:00+05:30,1026.59,1026.59,1026.59,1026.59,0
2006-02-01 00:00:00+05:30,1016.95,1016.95,1016.95,1016.95,0
2006-02-02 00:00:00+05:30,1013.91,1013.91,1013.91,1013.91,0
2006-02-03 00:00:00+05:30,1018.15,1018.15,1018.15,1018.15,0
2006-02-06 00:00:00+05:30,1034.64,1034.64,1034.64,1034.64,0
2006-02-07 00:00:00+05:30,1043.68,1043.68,1043.68,1043.68,0
2006-02-08 00:00:00+05:30,1039.49,1039.49,1039.49,1039.49,0
2006-02-10 00:00:00+05:30,1052.4,1052.4,1052.4,1052.4,0
2006-02-13 00:00:00+05:30,1058.27,1058.27,1058.27,1058.27,0
2006-02-14 00:00:00+05:30,1053.41,1053.41,1053.41,1053.41,0
2006-02-15 00:00:00+05:30,1050.06,1050.06,1050.06,1050.06,0
2006-02-16 00:00:00+05:30,1054.67,1054.67,1054.67,1054.67,0
2006-02-17 00:00:00+05:30,1037.93,1037.93,1037.93,1037.93,0
2006-02-20 00:00:00+05:30,1027.58,1027.58,1027.58,1027.58,0
2006-02-21 00:00:00+05:30,1031.36,1031.36,1031.36,1031.36,0
2006-02-22 00:00:00+05:30,1031.58,1031.58,1031.58,1031.58,0
2006-02-23 00:00:00+05:30,1025.77,1025.77,1025.77,1025.77,0
2006-02-24 00:00:00+05:30,1040.79,1040.79,1040.79,1040.79,0
2006-02-27 00:00:00+05:30,1051.96,1051.96,1051.96,1051.96,0
2006-02-28 00:00:00+05:30,1036.3,1036.3,1036.3,1036.3,0
2006-03-01 00:00:00+05:30,1051.5,1051.5,1051.5,1051.5,0
2006-03-02 00:00:00+05:30,1052.24,1052.24,1052.24,1052.24,0
2006-03-03 00:00:00+05:30,1062.33,1062.33,1062.33,1062.33,0
2006-03-06 00:00:00+05:30,1077.9,1077.9,1077.9,1077.9,0
2006-03-07 00:00:00+05:30,1082.76,1082.76,1082.76,1082.76,0
2006-03-08 00:00:00+05:30,1061.79,1061.79,1061.79,1061.79,0
2006-03-09 00:00:00+05:30,1063.64,1063.64,1063.64,1063.64,0
2006-03-10 00:00:00+05:30,1081.07,1081.07,1081.07,1081.07,0
2006-03-13 00:00:00+05:30,1090.82,1090.82,1090.82,1090.82,0
2006-03-14 00:00:00+05:30,1079.61,1079.61,1079.61,1079.61,0
2006-03-16 00:00:00+05:30,1085.34,1085.34,1085.34,1085.34,0
2006-03-17 00:00:00+05:30,1078.7,1078.7,1078.7,1078.7,0
2006-03-20 00:00:00+05:30,1088.14,1088.14,1088.14,1088.14,0
2006-03-21 00:00:00+05:30,1079.78,1079.78,1079.78,1079.78,0
2006-03-22 00:00:00+05:30,1067.08,1067.08,1067.08,1067.08,0
2006-03-23 00:00:00+05:30,1076.08,1076.08,1076.08,1076.08,0
2006-03-24 00:00:00+05:30,1083.7,1083.7,1083.7,1083.7,0
2006-03-27 00:00:00+05:30,1098.65,1098.65,1098.65,1098.65,0
2006-03-28 00:00:00+05:30,1091.74,1091.74,1091.74,1091.74,0
2006-03-29 00:00:00+05:30,1095.58,1095.58,1095.58,1095.58,0
2006-03-30 00:00:00+05:30,1098.82,1098.82,1098.82,1098.82,0
2006-03-31 00:00:00+05:30,1130.68,1130.68,1130.68,1130.68,0
2006-04-03 00:00:00+05:30,1158.04,1158.04,1158.04,1158.04,0
2006-04-04 00:00:00+05:30,1174.5,1174.5,1174.5,1174.5,0
2006-04-05 00:00:00+05:30,1212.76,1212.76,1212.76,1212.76,0
2006-04-07 00:00:00+05:30,1182.59,1182.59,1182.59,1182.59,0
2006-04-10 00:00:00+05:30,1194.25,1194.25,1194.25,1194.25,0
2006-04-12 00:00:00+05:30,1172.71,1172.71,1172.71,1172.71,0
2006-04-13 00:00:00+05:30,1143.93,1143.93,1143.93,1143.93,0
2006-04-17 00:00:00+05:30,1180.5,1180.5,1180.5,1180.5,0
2006-04-18 00:00:00+05:30,1195.63,1195.63,1195.63,1195.63,0
2006-04-19 00:00:00+05:30,1212.92,1212.92,1212.92,1212.92,0
2006-04-20 00:00:00+05:30,1219.82,1219.82,1219.82,1219.82,0
2006-04-21 00:00:00+05:30,1218.17,1218.17,1218.17,1218.17,0
2006-04-24 00:00:00+05:30,1249.28,1249.28,1249.28,1249.28,0
2006-04-25 00:00:00+05:30,1220.98,1220.98,1220.98,1220.98,0
2006-04-26 00:00:00+05:30,1235.34,1235.34,1235.34,1235.34,0
2006-04-27 00:00:00+05:30,1211.06,1211.06,1211.06,1211.06,0
2006-04-28 00:00:00+05:30,1230.39,1230.39,1230.39,1230.39,0
2006-04-29 00:00:00+05:30,1255.5,1255.5,1255.5,1255.5,0
2006-05-02 00:00:00+05:30,1272.75,1272.75,1272.75,1272.75,0
2006-05-03 00:00:00+05:30,1272.24,1272.24,1272.24,1272.24,0
2006-05-04 00:00:00+05:30,1265.98,1265.98,1265.98,1265.98,0
2006-05-05 00:00:00+05:30,1269.6,1269.6,1269.6,1269.6,0
2006-05-08 00:00:00+05:30,1279.09,1279.09,1279.09,1279.09,0
2006-05-09 00:00:00+05:30,1283.83,1283.83,1283.83,1283.83,0
2006-05-10 00:00:00+05:30,1296.09,1296.09,1296.09,1296.09,0
2006-05-11 00:00:00+05:30,1270.24,1270.24,1270.24,1270.24,0
2006-05-12 00:00:00+05:30,1247.27,1247.27,1247.27,1247.27,0
2006-05-15 00:00:00+05:30,1178.07,1178.07,1178.07,1178.07,0
2006-05-16 00:00:00+05:30,1154.06,1154.06,1154.06,1154.06,0
2006-05-17 00:00:00+05:30,1213.0,1213.0,1213.0,1213.0,0
2006-05-18 00:00:00+05:30,1093.72,1093.72,1093.72,1093.72,0
2006-05-19 00:00:00+05:30,1029.74,1029.74,1029.74,1029.74,0
2006-05-22 00:00:00+05:30,923.31,923.31,923.31,923.31,0
2006-05-23 00:00:00+05:30,994.05,994.05,994.05,994.05,0
2006-05-24 00:00:00+05:30,988.97,988.97,988.97,988.97,0
2006-05-25 00:00:00+05:30,985.27,985.27,985.27,985.27,0
2006-05-26 00:00:00+05:30,1040.04,1040.04,1040.04,1040.04,0
2006-05-29 00:00:00+05:30,1047.91,1047.91,1047.91,1047.91,0
2006-05-30 00:00:00+05:30,1044.22,1044.22,1044.22,1044.22,0
2006-05-31 00:00:00+05:30,1005.79,1005.79,1005.79,1005.79,0
2006-06-01 00:00:00+05:30,968.56,968.56,968.56,968.56,0
2006-06-02 00:00:00+05:30,984.62,984.62,984.62,984.62,0
2006-06-05 00:00:00+05:30,961.4,961.4,961.4,961.4,0
2006-06-06 00:00:00+05:30,930.18,930.18,930.18,930.18,0
2006-06-07 00:00:00+05:30,864.16,864.16,864.16,864.16,0
2006-06-08 00:00:00+05:30,786.4,786.4,786.4,786.4,0
2006-06-09 00:00:00+05:30,854.16,854.16,854.16,854.16,0
2006-06-12 00:00:00+05:30,821.53,821.53,821.53,821.53,0
2006-06-13 00:00:00+05:30,764.16,764.16,764.16,764.16,0
2006-06-14 00:00:00+05:30,744.43,744.43,744.43,744.43,0
2006-06-15 00:00:00+05:30,804.38,804.38,804.38,804.38,0
2006-06-16 00:00:00+05:30,823.1,823.1,823.1,823.1,0
2006-06-19 00:00:00+05:30,850.77,850.77,850.77,850.77,0
2006-06-20 00:00:00+05:30,854.29,854.29,854.29,854.29,0
2006-06-21 00:00:00+05:30,871.28,871.28,871.28,871.28,0
2006-06-22 00:00:00+05:30,887.83,887.83,887.83,887.83,0
2006-06-23 00:00:00+05:30,890.06,890.06,890.06,890.06,0
2006-06-25 00:00:00+05:30,897.82,897.82,897.82,897.82,0
2006-06-26 00:00:00+05:30,852.4,852.4,852.4,852.4,0
2006-06-27 00:00:00+05:30,850.47,850.47,850.47,850.47,0
2006-06-28 00:00:00+05:30,854.1,854.1,854.1,854.1,0
2006-06-29 00:00:00+05:30,853.19,853.19,853.19,853.19,0
2006-06-30 00:00:00+05:30,890.62,890.62,890.62,890.62,0
2006-07-03 00:00:00+05:30,892.57,892.57,892.57,892.57,0
2006-07-04 00:00:00+05:30,891.01,891.01,891.01,891.01,0
2006-07-05 00:00:00+05:30,902.97,902.97,902.97,902.97,0
2006-07-06 00:00:00+05:30,904.77,904.77,904.77,904.77,0
2006-07-07 00:00:00+05:30,870.24,870.24,870.24,870.24,0
2006-07-10 00:00:00+05:30,881.45,881.45,881.45,881.45,0
2006-07-11 00:00:00+05:30,879.78,879.78,879.78,879.78,0
2006-07-12 00:00:00+05:30,888.56,888.56,888.56,888.56,0
2006-07-13 00:00:00+05:30,882.79,882.79,882.79,882.79,0
2006-07-14 00:00:00+05:30,872.4,872.4,872.4,872.4,0
2006-07-17 00:00:00+05:30,843.64,843.64,843.64,843.64,0
2006-07-18 00:00:00+05:30,824.15,824.15,824.15,824.15,0
2006-07-19 00:00:00+05:30,800.05,800.05,800.05,800.05,0
2006-07-20 00:00:00+05:30,818.7,818.7,818.7,818.7,0
2006-07-21 00:00:00+05:30,798.86,798.86,798.86,798.86,0
2006-07-24 00:00:00+05:30,809.18,809.18,809.18,809.18,0
2006-07-25 00:00:00+05:30,835.46,835.46,835.46,835.46,0
2006-07-26 00:00:00+05:30,857.25,857.25,857.25,857.25,0
2006-07-27 00:00:00+05:30,875.06,875.06,875.06,875.06,0
2006-07-28 00:00:00+05:30,885.63,885.63,885.63,885.63,0
2006-07-31 00:00:00+05:30,883.25,883.25,883.25,883.25,0
2006-08-01 00:00:00+05:30,884.48,884.48,884.48,884.48,0
2006-08-02 00:00:00+05:30,902.64,902.64,902.64,902.64,0
2006-08-03 00:00:00+05:30,905.18,905.18,905.18,905.18,0
2006-08-04 00:00:00+05:30,897.23,897.23,897.23,897.23,0
2006-08-07 00:00:00+05:30,898.51,898.51,898.51,898.51,0
2006-08-08 00:00:00+05:30,912.18,912.18,912.18,912.18,0
2006-08-09 00:00:00+05:30,929.65,929.65,929.65,929.65,0
2006-08-10 00:00:00+05:30,948.22,948.22,948.22,948.22,0
2006-08-11 00:00:00+05:30,957.1,957.1,957.1,957.1,0
2006-08-14 00:00:00+05:30,974.68,974.68,974.68,974.68,0
2006-08-16 00:00:00+05:30,978.87,978.87,978.87,978.87,0
2006-08-17 00:00:00+05:30,975.09,975.09,975.09,975.09,0
2006-08-18 00:00:00+05:30,987.48,987.48,987.48,987.48,0
2006-08-21 00:00:00+05:30,997.39,997.39,997.39,997.39,0
2006-08-22 00:00:00+05:30,993.85,993.85,993.85,993.85,0
2006-08-23 00:00:00+05:30,980.62,980.62,980.62,980.62,0
2006-08-24 00:00:00+05:30,990.55,990.55,990.55,990.55,0
2006-08-25 00:00:00+05:30,1004.92,1004.92,1004.92,1004.92,0
2006-08-28 00:00:00+05:30,1012.76,1012.76,1012.76,1012.76,0
2006-08-29 00:00:00+05:30,1017.69,1017.69,1017.69,1017.69,0
2006-08-30 00:00:00+05:30,1018.42,1018.42,1018.42,1018.42,0
2006-08-31 00:00:00+05:30,1004.86,1004.86,1004.86,1004.86,0
2006-09-01 00:00:00+05:30,1027.6,1027.6,1027.6,1027.6,0
2006-09-04 00:00:00+05:30,1058.14,1058.14,1058.14,1058.14,0
2006-09-05 00:00:00+05:30,1059.56,1059.56,1059.56,1059.56,0
2006-09-06 00:00:00+05:30,1059.24,1059.24,1059.24,1059.24,0
2006-09-07 00:00:00+05:30,1064.58,1064.58,1064.58,1064.58,0
2006-09-08 00:00:00+05:30,1075.33,1075.33,1075.33,1075.33,0
2006-09-11 00:00:00+05:30,1011.84,1011.84,1011.84,1011.84,0
2006-09-12 00:00:00+05:30,1030.07,1030.07,1030.07,1030.07,0
2006-09-13 00:00:00+05:30,1056.8,1056.8,1056.8,1056.8,0
2006-09-14 00:00:00+05:30,1066.5,1066.5,1066.5,1066.5,0
2006-09-15 00:00:00+05:30,1068.65,1068.65,1068.65,1068.65,0
2006-09-18 00:00:00+05:30,1072.43,1072.43,1072.43,1072.43,0
2006-09-19 00:00:00+05:30,1051.68,1051.68,1051.68,1051.68,0
2006-09-20 00:00:00+05:30,1066.22,1066.22,1066.22,1066.22,0
2006-09-21 00:00:00+05:30,1078.3,1078.3,1078.3,1078.3,0
2006-09-22 00:00:00+05:30,1072.17,1072.17,1072.17,1072.17,0
2006-09-25 00:00:00+05:30,1062.33,1062.33,1062.33,1062.33,0
2006-09-26 00:00:00+05:30,1066.43,1066.43,1066.43,1066.43,0
2006-09-27 00:00:00+05:30,1072.47,1072.47,1072.47,1072.47,0
2006-09-28 00:00:00+05:30,1087.28,1087.28,1087.28,1087.28,0
2006-09-29 00:00:00+05:30,1109.08,1109.08,1109.08,1109.08,0
2006-10-03 00:00:00+05:30,1114.52,1114.52,1114.52,1114.52,0
2006-10-04 00:00:00+05:30,1106.28,1106.28,1106.28,1106.28,0
2006-10-05 00:00:00+05:30,1122.02,1122.02,1122.02,1122.02,0
2006-10-06 00:00:00+05:30,1129.54,1129.54,1129.54,1129.54,0
2006-10-09 00:00:00+05:30,1136.3,1136.3,1136.3,1136.3,0
2006-10-10 00:00:00+05:30,1129.03,1129.03,1129.03,1129.03,0
2006-10-11 00:00:00+05:30,1106.73,1106.73,1106.73,1106.73,0
2006-10-12 00:00:00+05:30,1126.27,1126.27,1126.27,1126.27,0
2006-10-13 00:00:00+05:30,1122.2,1122.2,1122.2,1122.2,0
2006-10-16 00:00:00+05:30,1119.69,1119.69,1119.69,1119.69,0
2006-10-17 00:00:00+05:30,1117.56,1117.56,1117.56,1117.56,0
2006-10-18 00:00:00+05:30,1118.84,1118.84,1118.84,1118.84,0
2006-10-19 00:00:00+05:30,1106.61,1106.61,1106.61,1106.61,0
2006-10-20 00:00:00+05:30,1111.18,1111.18,1111.18,1111.18,0
2006-10-21 00:00:00+05:30,1114.65,1114.65,1114.65,1114.65,0
2006-10-23 00:00:00+05:30,1115.18,1115.18,1115.18,1115.18,0
2006-10-26 00:00:00+05:30,1124.59,1124.59,1124.59,1124.59,0
2006-10-27 00:00:00+05:30,1137.25,1137.25,1137.25,1137.25,0
2006-10-30 00:00:00+05:30,1141.46,1141.46,1141.46,1141.46,0
2006-10-31 00:00:00+05:30,1125.02,1125.02,1125.02,1125.02,0
2006-11-01 00:00:00+05:30,1132.28,1132.28,1132.28,1132.28,0
2006-11-02 00:00:00+05:30,1132.54,1132.54,1132.54,1132.54,0
2006-11-03 00:00:00+05:30,1131.7,1131.7,1131.7,1131.7,0
2006-11-06 00:00:00+05:30,1137.34,1137.34,1137.34,1137.34,0
2006-11-07 00:00:00+05:30,1143.04,1143.04,1143.04,1143.04,0
2006-11-08 00:00:00+05:30,1123.4,1123.4,1123.4,1123.4,0
2006-11-09 00:00:00+05:30,1136.91,1136.91,1136.91,1136.91,0
2006-11-10 00:00:00+05:30,1146.04,1146.04,1146.04,1146.04,0
2006-11-13 00:00:00+05:30,1162.48,1162.48,1162.48,1162.48,0
2006-11-14 00:00:00+05:30,1155.17,1155.17,1155.17,1155.17,0
2006-11-15 00:00:00+05:30,1158.74,1158.74,1158.74,1158.74,0
2006-11-16 00:00:00+05:30,1154.09,1154.09,1154.09,1154.09,0
2006-11-17 00:00:00+05:30,1130.24,1130.24,1130.24,1130.24,0
2006-11-20 00:00:00+05:30,1126.43,1126.43,1126.43,1126.43,0
2006-11-21 00:00:00+05:30,1150.43,1150.43,1150.43,1150.43,0
2006-11-22 00:00:00+05:30,1165.09,1165.09,1165.09,1165.09,0
2006-11-23 00:00:00+05:30,1169.48,1169.48,1169.48,1169.48,0
2006-11-24 00:00:00+05:30,1178.74,1178.74,1178.74,1178.74,0
2006-11-27 00:00:00+05:30,1184.84,1184.84,1184.84,1184.84,0
2006-11-28 00:00:00+05:30,1179.51,1179.51,1179.51,1179.51,0
2006-11-29 00:00:00+05:30,1181.28,1181.28,1181.28,1181.28,0
2006-11-30 00:00:00+05:30,1169.54,1169.54,1169.54,1169.54,0
2006-12-01 00:00:00+05:30,1189.39,1189.39,1189.39,1189.39,0
2006-12-04 00:00:00+05:30,1194.8,1194.8,1194.8,1194.8,0
2006-12-05 00:00:00+05:30,1197.79,1197.79,1197.79,1197.79,0
2006-12-06 00:00:00+05:30,1177.53,1177.53,1177.53,1177.53,0
2006-12-07 00:00:00+05:30,1180.39,1180.39,1180.39,1180.39,0
2006-12-08 00:00:00+05:30,1176.52,1176.52,1176.52,1176.52,0
2006-12-11 00:00:00+05:30,1132.71,1132.71,1132.71,1132.71,0
2006-12-12 00:00:00+05:30,1056.08,1056.08,1056.08,1056.08,0
2006-12-13 00:00:00+05:30,1095.93,1095.93,1095.93,1095.93,0
2006-12-14 00:00:00+05:30,1132.54,1132.54,1132.54,1132.54,0
2006-12-15 00:00:00+05:30,1150.95,1150.95,1150.95,1150.95,0
2006-12-18 00:00:00+05:30,1158.06,1158.06,1158.06,1158.06,0
2006-12-19 00:00:00+05:30,1135.51,1135.51,1135.51,1135.51,0
2006-12-20 00:00:00+05:30,1130.41,1130.41,1130.41,1130.41,0
2006-12-21 00:00:00+05:30,1144.46,1144.46,1144.46,1144.46,0
2006-12-22 00:00:00+05:30,1160.83,1160.83,1160.83,1160.83,0
2006-12-26 00:00:00+05:30,1180.03,1180.03,1180.03,1180.03,0
2006-12-27 00:00:00+05:30,1195.93,1195.93,1195.93,1195.93,0
2006-12-28 00:00:00+05:30,1194.08,1194.08,1194.08,1194.08,0
2006-12-29 00:00:00+05:30,1202.86,1202.86,1202.86,1202.86,0
2007-01-02 00:00:00+05:30,1216.5,1216.5,1216.5,1216.5,0
2007-01-03 00:00:00+05:30,1230.75,1230.75,1230.75,1230.75,0
2007-01-04 00:00:00+05:30,1228.96,1228.96,1228.96,1228.96,0
2007-01-05 00:00:00+05:30,1219.35,1219.35,1219.35,1219.35,0
2007-01-08 00:00:00+05:30,1211.25,1211.25,1211.25,1211.25,0
2007-01-09 00:00:00+05:30,1203.39,1203.39,1203.39,1203.39,0
2007-01-10 00:00:00+05:30,1190.58,1190.58,1190.58,1190.58,0
2007-01-11 00:00:00+05:30,1214.54,1214.54,1214.54,1214.54,0
2007-01-12 00:00:00+05:30,1235.54,1235.54,1235.54,1235.54,0
2007-01-15 00:00:00+05:30,1240.47,1240.47,1240.47,1240.47,0
2007-01-16 00:00:00+05:30,1245.48,1245.48,1245.48,1245.48,0
2007-01-17 00:00:00+05:30,1255.21,1255.21,1255.21,1255.21,0
2007-01-18 00:00:00+05:30,1251.35,1251.35,1251.35,1251.35,0
2007-01-19 00:00:00+05:30,1251.05,1251.05,1251.05,1251.05,0
2007-01-22 00:00:00+05:30,1242.41,1242.41,1242.41,1242.41,0
2007-01-23 00:00:00+05:30,1223.84,1223.84,1223.84,1223.84,0
2007-01-24 00:00:00+05:30,1229.06,1229.06,1229.06,1229.06,0
2007-01-25 00:00:00+05:30,1255.85,1255.85,1255.85,1255.85,0
2007-01-29 00:00:00+05:30,1263.36,1263.36,1263.36,1263.36,0
2007-01-31 00:00:00+05:30,1252.51,1252.51,1252.51,1252.51,0
2007-02-01 00:00:00+05:30,1275.18,1275.18,1275.18,1275.18,0
2007-02-02 00:00:00+05:30,1285.94,1285.94,1285.94,1285.94,0
2007-02-05 00:00:00+05:30,1289.28,1289.28,1289.28,1289.28,0
2007-02-06 00:00:00+05:30,1296.06,1296.06,1296.06,1296.06,0
2007-02-07 00:00:00+05:30,1296.56,1296.56,1296.56,1296.56,0
2007-02-08 00:00:00+05:30,1298.14,1298.14,1298.14,1298.14,0
2007-02-09 00:00:00+05:30,1256.94,1256.94,1256.94,1256.94,0
2007-02-12 00:00:00+05:30,1189.72,1189.72,1189.72,1189.72,0
2007-02-13 00:00:00+05:30,1177.93,1177.93,1177.93,1177.93,0
2007-02-14 00:00:00+05:30,1192.45,1192.45,1192.45,1192.45,0
2007-02-15 00:00:00+05:30,1237.3,1237.3,1237.3,1237.3,0
2007-02-19 00:00:00+05:30,1221.21,1221.21,1221.21,1221.21,0
2007-02-20 00:00:00+05:30,1200.17,1200.17,1200.17,1200.17,0
2007-02-21 00:00:00+05:30,1196.01,1196.01,1196.01,1196.01,0
2007-02-22 00:00:00+05:30,1170.26,1170.26,1170.26,1170.26,0
2007-02-23 00:00:00+05:30,1137.58,1137.58,1137.58,1137.58,0
2007-02-26 00:00:00+05:30,1153.96,1153.96,1153.96,1153.96,0
2007-02-27 00:00:00+05:30,1152.7,1152.7,1152.7,1152.7,0
2007-02-28 00:00:00+05:30,1094.4,1094.4,1094.4,1094.4,0
2007-03-01 00:00:00+05:30,1110.02,1110.02,1110.02,1110.02,0
2007-03-02 00:00:00+05:30,1090.13,1090.13,1090.13,1090.13,0
2007-03-05 00:00:00+05:30,1023.84,1023.84,1023.84,1023.84,0
2007-03-06 00:00:00+05:30,1037.04,1037.04,1037.04,1037.04,0
2007-03-07 00:00:00+05:30,1003.08,1003.08,1003.08,1003.08,0
2007-03-08 00:00:00+05:30,1050.3,1050.3,1050.3,1050.3,0
2007-03-09 00:00:00+05:30,1041.45,1041.45,1041.45,1041.45,0
2007-03-12 00:00:00+05:30,1045.43,1045.43,1045.43,1045.43,0
2007-03-13 00:00:00+05:30,1060.72,1060.72,1060.72,1060.72,0
2007-03-14 00:00:00+05:30,1043.47,1043.47,1043.47,1043.47,0
2007-03-15 00:00:00+05:30,1051.2,1051.2,1051.2,1051.2,0
2007-03-16 00:00:00+05:30,1045.1,1045.1,1045.1,1045.1,0
2007-03-19 00:00:00+05:30,1059.36,1059.36,1059.36,1059.36,0
2007-03-20 00:00:00+05:30,1074.29,1074.29,1074.29,1074.29,0
2007-03-21 00:00:00+05:30,1077.53,1077.53,1077.53,1077.53,0
2007-03-22 00:00:00+05:30,1094.45,1094.45,1094.45,1094.45,0
2007-03-23 00:00:00+05:30,1097.39,1097.39,1097.39,1097.39,0
2007-03-26 00:00:00+05:30,1088.47,1088.47,1088.47,1088.47,0
2007-03-28 00:00:00+05:30,1073.27,1073.27,1073.27,1073.27,0
2007-03-29 00:00:00+05:30,1073.0,1073.0,1073.0,1073.0,0
